Priority,Key,Store,Wine_Name,Location,Price,Wine_Sort,Wine_Origin,Grape_1,Grape_2,Grape_3,Acid,Sweet,Sparkling,Food_match
397,EM0180,이마트몰,도츠 브뤼 밀레짐,"가든5점, 가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목포점, 문현점, 반야월점, 별내점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수색점, 수지점, 순천점, 신도림점, 아산점, 안동점, 안성점, 양산점, 양재점, 양주점, 여수점, 여주점, 연수점, 연제점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 자양점, 중동점, 진접점, 진주점, 창원점, 천안서북점, 천안점, 청주점, 춘천점, 충주점, 칠성점, 통영점, 파주점, 펜타포트점, 평촌점, 평택점, 포천점, 포항이동점, 포항점, 하남점, 하월곡점, 해운대점, 화성봉담점, 화정점",150000,화이트,프랑스,피노누아,샤도네이,피노뮈니에,3,1,1,"B02, D02, F02, G01, E01"
398,SG0230,신세계백화점,"로쉬 드 벨렌, 제브레 샹베르탱 비에이 비뉴","강남점, 경기점",310000,레드,프랑스,피노누아,0,0,3,1,,"C02, D01, G01"
399,EM0181,이마트몰,피스트 앤 바인 샤르도네,"가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 문현점, 반야월점, 별내점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서귀포점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수색점, 수지점, 순천점, 신제주점, 아산점, 안동점, 안성점, 양산점, 양재점, 양주점, 여수점, 여주점, 연제점, 영등포점, 영천점, 오산점, 울산점, 월계점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 자양점, 제주점, 중동점, 진접점, 진주점, 창원점, 천안서북점, 청주점, 춘천점, 충주점, 통영점, 파주점, 펜타포트점, 평촌점, 평택점, 포천점, 포항이동점, 포항점, 하남점, 해운대점, 화정점",14800,화이트,남아공,샤도네이,0,0,2,1,,"B01, F04, G01"
400,EM0182,이마트몰,에라쥬리즈에스테이트까버네쇼비뇽,"가양점, 산본점, 성수점, 양재점, 연수점, 진접점, 청주점, 해운대점",15800,레드,칠레,까베르네쇼비뇽,,,3,2,0,"B01, E01, F02"
401,EM0183,이마트몰,35 사우스 리제르바 샤도네이,"검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 김천점, 김해점, 동구미점, 동인천점, 동해점, 반야월점, 보라점, 보령점, 사상점, 상주점, 서산점, 서수원점, 순천점, 아산점, 안동점, 여수점, 여주점, 연제점, 영천점, 울산점, 원주점, 월배점, 의왕점, 이천점, 익산점, 중동점, 진접점, 진주점, 청주점, 춘천점, 충주점, 파주점, 평촌점, 평택점, 해운대점, 화성봉담점, 화정점",18000,화이트,칠레,샤도네이,,,3,1,0,"B01, F02, G01, F03"
402,SG0231,신세계백화점,리유니트 프로세코,본점,23000,화이트,이탈리아,글레라,0,0,2,1,1,"E01, G01, C01, F01"
403,SG0232,신세계백화점,코노수르 스파클링 브뤼,"강남점, 본점, 센텀시티점, 경기점, 마산점, 타임스퀘어점",24000,화이트,칠레,샤도네이,피노누아,0,3,1,1,"B01, F04, C01, F02"
404,SG0233,신세계백화점,깔멜 앤 조셉 레 크뤼 테라스 뒤 라르작,"강남점, 경기점, 의정부점, 광주점, 마산점, 타임스퀘어점",28000,레드,프랑스,무르베드르,쉬라즈,그르나슈,3,1,,"B02, F01, E03"
405,SG0234,신세계백화점,메나데 노쏘 750ML,"강남점, 경기점, 타임스퀘어점",50000,화이트,스페인,베르데호,0,0,4,1,0,"C01, F01, D01, F03"
406,SG0235,신세계백화점,라로쉬 샤블리 생마르탱,본점,83000,화이트,프랑스,샤도네이,0,0,3,1,,"B01, F04, A01, F03"
407,EM0184,이마트몰,끌로뒤발 샤르도네,"강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 문현점, 반야월점, 별내점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서귀포점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수색점, 수지점, 순천점, 신도림점, 신제주점, 아산점, 안동점, 안성점, 양산점, 양주점, 여주점, 연수점, 연제점, 영등포점, 영천점, 오산점, 원주점, 월계점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 자양점, 중동점, 진접점, 진주점, 창원점, 천안서북점, 천안점, 청주점, 춘천점, 충주점, 칠성점, 통영점, 파주점, 펜타포트점, 평촌점, 평택점, 포천점, 포항이동점, 포항점, 하남점, 하월곡점, 해운대점, 화성봉담점, 화정점",98000,화이트,미국,샤도네이,,,3,1,0,"B01, F02, G01, A01, E01"
408,SG0236,신세계백화점,돈 멜초 2017,"강남점, 경기점, 센텀시티점, 대구점",250000,레드,칠레,까베르네쇼비뇽,까베르네프랑,,2,1,0,"B01, E01, F01"
409,SG0237,신세계백화점,타라파카 에티케타 아쑬,본점,90000,레드,칠레,까베르네쇼비뇽,쁘띠베르도,쉬라즈,3,1,,"B01, E01, F01"
410,EM0185,이마트몰,도츠 아무르 도츠,"가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마산점, 명일점, 목동점, 목포점, 문현점, 반야월점, 별내점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서산점, 서수원점, 성서점, 세종점, 속초점, 수색점, 순천점, 신도림점, 아산점, 안동점, 안성점, 양산점, 양주점, 여수점, 여주점, 연수점, 연제점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 중동점, 진접점, 진주점, 창원점, 천안서북점, 천안점, 청주점, 춘천점, 충주점, 칠성점, 통영점, 파주점, 평촌점, 평택점, 포천점, 포항이동점, 포항점, 하남점, 하월곡점, 화성봉담점, 화정점",348000,화이트,프랑스,샤도네이,,,4,1,1,"B01, C01, F01, D02, E01"
411,SG0238,신세계백화점,가또 네그로 소비뇽블랑375ml,"경기점, 센텀시티점, 대구점",8000,화이트,칠레,소비뇽블랑,,,2,1,0,"B02, E01, G01, F02"
412,EM0186,이마트몰,산타리타120 샤도네 스크류캡,"강릉점, 금정점, 김해점, 마포점, 만촌점, 봉선점, 양재점, 영등포점, 월계점, 자양점, 진접점, 진주점, 창원점, 펜타포트점, 평촌점",14800,화이트,칠레,샤도네이,,,2,2,0,"B01, E01, F04, G01"
413,EM0187,이마트몰,노블 오-메독,"가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 반야월점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서산점, 서수원점, 성서점, 세종점, 속초점, 수색점, 순천점, 아산점, 안동점, 안성점, 양산점, 양재점, 여수점, 여주점, 연수점, 연제점, 영등포점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 이천점, 익산점, 자양점, 제주점, 중동점, 진접점, 진주점, 천안서북점, 청주점, 춘천점, 충주점, 파주점, 펜타포트점, 평촌점, 평택점, 포천점, 포항이동점, 포항점, 하남점, 해운대점, 화정점",19800,레드,프랑스,메를로,까베르네소비뇽,0,2,1,,"C01, F01"
414,EM0188,이마트몰,엠 샤푸티에 꼬뜨 뒤 론 루즈,"가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 반야월점, 별내점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서귀포점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수지점, 순천점, 아산점, 안동점, 안성점, 양산점, 양재점, 양주점, 여수점, 여주점, 연수점, 연제점, 영등포점, 영천점, 오산점, 울산점, 원주점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 자양점, 진접점, 진주점, 창원점, 천안서북점, 청주점, 춘천점, 충주점, 통영점, 파주점, 펜타포트점, 평택점, 포천점, 포항이동점, 포항점, 하남점, 해운대점, 화성봉담점, 화정점",22800,레드,프랑스,블랜딩,0,0,2,1,,"C02, E04, G01"
415,SG0240,신세계백화점,베린저 파운더스 진판델,"강남점, 경기점, 센텀시티점, 대구점",29000,레드,미국,진판델,0,0,3,1,0,"C02, E02"
416,EM0189,이마트몰,레알 꼼빠니아 비냐 에기아 크리안자,"가든5점, 검단점, 경산점, 계양점, 고잔점, 과천점, 구미점, 군산점, 금정점, 김천점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 문현점, 반야월점, 별내점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서산점, 서수원점, 성서점, 세종점, 속초점, 수색점, 수지점, 신제주점, 아산점, 안동점, 안성점, 양산점, 양주점, 여수점, 여주점, 연수점, 연제점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 자양점, 중동점, 진접점, 진주점, 창원점, 천안서북점, 천안점, 춘천점, 충주점, 칠성점, 통영점, 파주점, 펜타포트점, 평택점, 포천점, 포항이동점, 포항점, 하남점, 하월곡점, 해운대점, 화성봉담점",29800,레드,스페인,템프라니요,0,0,1,1,,"C02, E02"
417,EM0190,이마트몰,로즈마운트 다이아몬드 라벨 쉬라즈,"가든5점, 가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 문현점, 반야월점, 별내점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서귀포점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수색점, 수지점, 순천점, 신제주점, 아산점, 안동점, 안성점, 양산점, 양재점, 양주점, 여수점, 여주점, 연수점, 연제점, 영등포점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 자양점, 중동점, 진접점, 진주점, 창원점, 천안서북점, 춘천점, 충주점, 칠성점, 통영점, 파주점, 평촌점, 평택점, 포천점, 포항이동점, 포항점, 하남점, 하월곡점, 해운대점, 화성봉담점, 화정점",35800,레드,호주,쉬라즈,0,0,2,1,,"B02, E02"
418,SG0241,신세계백화점,마투아 와인메이커스 릴리즈 소비뇽 블랑,"강남점, 경기점, 센텀시티점, 대구점",38000,화이트,뉴질랜드,소비뇽블랑,,,2,1,0,"B02, E01, G01, B03, F02"
419,EM0191,이마트몰,델리카토 아이러니 까버네쇼비뇽,"가든5점, 가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목포점, 문현점, 반야월점, 별내점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서귀포점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수색점, 수지점, 순천점, 신제주점, 아산점, 안동점, 안성점, 양산점, 양재점, 양주점, 여수점, 여주점, 연수점, 연제점, 영등포점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 자양점, 중동점, 진접점, 진주점, 천안서북점, 청주점, 춘천점, 충주점, 칠성점, 통영점, 파주점, 펜타포트점, 평촌점, 평택점, 포천점, 포항이동점, 포항점, 하남점, 하월곡점, 해운대점, 화성봉담점, 화정점",39800,레드,미국,까베르네쇼비뇽,,,2,2,,"B01, E01"
420,EM0192,이마트몰,트라피체 폰 데 까브,"가든5점, 가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 문현점, 반야월점, 별내점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서귀포점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수색점, 수지점, 순천점, 신제주점, 아산점, 안동점, 안성점, 양산점, 양재점, 양주점, 여수점, 여주점, 연수점, 영등포점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 자양점, 중동점, 진접점, 진주점, 창원점, 천안서북점, 청주점, 춘천점, 충주점, 통영점, 파주점, 평택점, 포천점, 포항이동점, 포항점, 해운대점, 화정점",39800,레드,아르헨티나,말벡,0,0,2,1,,"B01, A01"
421,SG0242,신세계백화점,셀리에 데 프린스 꼬뜨뒤론 그랑리저브,본점,45000,레드,프랑스,그르나슈,쉬라즈,무드베드르,1,1,0,"B02, E03, F02"
422,SG0243,신세계백화점,"코폴라 와이너리, 버지니아 데어","강남점, 경기점",78000,화이트,미국,샤도네이,0,0,4,1,,"B01, C01, F01, F03"
423,EM0193,이마트몰,레알 꼼빠니아 비냐 에기아 그랑 레세르바,"가양점, 강릉점, 검단점, 계양점, 마포점, 목동점, 산본점, 성수점, 신제주점, 양재점, 여수점, 영등포점, 의왕점, 중동점, 천안서북점, 펜타포트점, 평촌점, 화정점",48800,레드,스페인,템프라니요,0,0,1,1,,"C02, E02"
424,EM0194,이마트몰,고세 그랑 밀레짐,"가든5점, 가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 반야월점, 별내점, 보라점, 보령점, 사상점, 산본점, 상봉점, 상주점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수색점, 순천점, 신도림점, 아산점, 안동점, 안성점, 양산점, 양주점, 여수점, 여주점, 연제점, 영등포점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 자양점, 중동점, 진접점, 진주점, 창원점, 천안서북점, 천안점, 청주점, 춘천점, 충주점, 칠성점, 통영점, 파주점, 펜타포트점, 평촌점, 평택점, 포천점, 포항점, 하남점, 하월곡점, 화성봉담점, 화정점",167000,레드,프랑스,샤도네이,피노누아,,3,1,1,"C02, D01, G01, F02"
425,EM0195,이마트몰,에이 바이 아카시아 피노누아,"가든5점, 가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 문현점, 반야월점, 별내점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서귀포점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수색점, 수지점, 순천점, 신도림점, 아산점, 안동점, 안성점, 양산점, 양재점, 양주점, 여수점, 여주점, 연수점, 연제점, 영등포점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 자양점, 중동점, 진접점, 천안서북점, 청주점, 춘천점, 충주점, 칠성점, 통영점, 파주점, 펜타포트점, 평촌점, 평택점, 포천점, 포항이동점, 포항점, 하남점, 하월곡점, 해운대점, 화성봉담점, 화정점",29800,레드,미국,피노누아,,,2,1,0,"C02, D01, G01"
